0,20000
1,13335
8,7440
18,4050
21,3085
27,5290
29,12840
33,18005
38,4170
41,13805
46,8565
53,1915
58,7575
59,5725
61,10500
65,14565
81,17815
86,6630
88,2570
91,12355
95,17585
97,1275
104,9010
120,4620
127,7545
130,5735
133,16890
135,9900
137,7810
144,14030
145,285
147,3865
149,19495
160,13340
162,11880
167,5055
170,5545
171,5110
172,15820
173,13065
182,10915
185,18595
186,8370
187,17660
193,9235
194,745
204,14200
205,15795
206,750
216,9570
221,3015
236,2040
242,8700
244,11825
245,14035
246,18430
247,17865
252,990
257,3130
262,10555
264,11625
266,8550
267,6435
270,9675
277,5865
281,4575
283,9360
285,4840
286,6280
288,9740
291,7505
295,11685
297,15145
301,17495
302,16970
303,8315
304,15950
309,7945
310,12420
317,12545
320,11675
323,8930
327,3380
328,5510
331,4850
333,915
347,19060
350,5360
360,705
365,730
377,10630
380,12250
384,12255
398,5240
407,19070
408,16145
412,5145
427,4590
429,9185
432,9635
434,10275
437,3010
443,3115
445,9535
446,1510
453,18615
457,9450
458,11250
464,5380
467,8440
475,1750
483,16620
484,1760
493,17730
494,5130
495,10835
498,2565
499,15815
506,4350
510,13595
515,6190
516,14530
543,18000
547,4900
551,19155
559,10060
561,16835
564,7845
570,18110
572,5330
581,865
590,17855
603,6270
605,9840
607,3455
617,16640
624,4505
625,7900
633,2750
638,13295
639,15120
643,13150
655,13345
656,9620
659,18410
664,1410
673,14300
674,605
675,17675
677,12265
678,11140
686,19505
690,13425
693,9890
726,18305
730,8245
739,17000
742,9015
753,7330
755,13220
757,8585
766,11455
769,17600
771,3750
775,2760
778,7365
786,3060
789,19705
792,145
793,4965
797,9140
802,19750
804,4705
809,13405
811,15270
814,18160
818,17210
820,17955
822,6095
827,2950
831,1530
836,2070
842,19265
845,11305
846,18570
848,16865
850,16745
854,17295
861,5965
865,6375
867,1200
878,10380
883,5945
886,1125
889,6030
893,17545
902,14775
908,9990
909,19190
915,8905
919,20
924,17390
930,10795
933,9955
934,11805
942,16695
943,10850
945,19545
948,3605
951,10740
956,10025
958,12100
960,7050
961,14180
967,7640
973,19790
975,17200
977,3695
979,4010
980,11770
984,4735
986,5235
991,13455
992,1465
1002,9085
1004,290
1008,2275
1020,16465
1026,15455
1039,18480
1044,7395
1055,13050
1065,11730
1066,18865
1076,6790
1078,14755
1082,5410
1083,13395
1086,2680
1093,19910
1094,1675
1108,4245
1112,14425
1116,2025
1122,1795
1136,13330
1155,6110
1169,9610
1171,6700
1175,2140
1180,3410
1187,12770
1204,5435
1211,4790
1213,14430
1222,16430
1223,1545
1224,17780
1231,6050
1233,1435
1235,15340
1240,19755
1250,4980
1263,18980
1267,2945
1272,19435
1273,15920
1285,1130
1294,3300
1300,15850
1304,11990
1325,6775
1332,2075
1340,3415
1344,18375
1346,580
1350,14815
1356,17460
1371,8035
1372,4330
1375,10120
1381,4920
1384,10295
1402,35
1403,17230
1407,6330
1414,19175
1429,5335
1434,2180
1436,7985
1438,2400
1440,7770
1441,3095
1443,19245
1444,5635
1446,17165
1457,14805
1459,6010
1473,3650
1474,8720
1475,2455
1481,1335
1499,19090
1506,3860
1509,7760
1513,16675
1514,19940
1515,1625
1519,14785
1530,17625
1534,10
1535,19360
1537,2230
1544,350
1545,10005
1546,5885
1549,18120
1552,13865
1554,17180
1564,90
1565,17055
1569,11465
1574,15665
1579,9105
1585,6495
1596,18470
1597,1460
1602,15365
1607,6525
1611,2860
1617,12165
1619,17120
1624,18385
1626,8460
1627,11710
1632,4815
1633,11900
1639,10425
1642,18275
1655,17250
1656,17010
1679,11955
1685,3900
1692,8265
1699,18520
1706,8955
1712,2210
1714,9320
1720,18905
1725,1650
1730,19470
1732,8200
1736,16435
1740,11890
1742,8745
1750,13305
1751,6040
1752,270
1755,14515
1756,13245
1761,15580
1764,4365
1767,9080
1768,16565
1769,1395
1772,4905
1774,4275
1779,995
1784,12865
1789,4335
1792,5200
1795,13635
1796,2115
1804,8845
1805,17750
1806,3820
1807,11650
1811,14560
1818,19965
1821,18730
1833,5160
1834,12965
1845,6745
1849,1560
1855,4820
1859,15630
1860,16615
1862,10420
1866,10565
1880,19480
1881,14630
1885,40
1892,9865
1904,10285
1908,5775
1912,5600
1917,11135
1918,1790
1926,18335
1927,10130
1930,3550
1943,14555
1953,6480
1955,15560
1956,1980
1966,1975
1972,10695
1983,2160
1988,14625
2009,17150
2030,4085
2032,18590
2034,3645
2037,9410
2038,1025
2044,19135
2051,12205
2059,11000
2065,14260
2068,455
2072,17235
2074,10040
2075,17645
2079,19770
2080,15840
2081,12235
2084,5985
2085,19145
2088,12730
2097,6105
2099,1785
2101,12380
2102,8350
2110,1690
2112,10045
2113,7310
2126,590
2127,12485
2131,19850
2137,1390
2147,12405
2148,9550
2158,5030
2162,13570
2163,13270
2164,1170
2167,2245
2175,19295
2176,8470
2184,13010
2195,19170
2205,1115
2212,14665
2220,17345
2221,3960
2225,11450
2228,3950
2232,5840
2235,15470
2236,10360
2239,16600
2242,7460
2249,6975
2250,15965
2254,6585
2260,1185
2267,11905
2268,17440
2271,10265
2280,17135
2283,13360
2285,4530
2286,15420
2288,17155
2293,3315
2297,6205
2301,3210
2309,2510
2311,3655
2320,11965
2321,8520
2322,8775
2324,4200
2336,540
2341,18060
2342,13315
2343,6265
2349,15215
2351,6080
2352,18920
2359,10745
2366,14890
2374,395
2377,9515
2387,13905
2390,19300
2395,12190
2403,13540
2405,15035
2407,13055
2409,700
2411,15335
2416,825
2421,16260
2423,8475
2428,9050
2430,11690
2437,12580
2441,16750
2442,13130
2451,14615
2453,19575
2457,3565
2466,12525
2471,18665
2481,14620
2482,11405
2486,12225
2489,14855
2493,8250
2496,11720
2497,2835
2500,13265
2509,6620
2513,14505
2514,9160
2531,8390
2542,16120
2548,7475
2556,18215
2561,245
2567,7595
2568,19530
2577,18055
2578,5295
2580,14765
2583,12070
2588,15315
2602,13525
2604,2995
2606,2080
2609,11910
2613,15870
2619,10190
2623,14895
2633,6820
2635,16805
2638,16365
2643,14580
2645,1065
2651,5650
2655,1425
2666,4995
2668,17860
2669,11885
2691,15740
2692,18020
2694,16000
2695,475
2697,19845
2701,12750
2703,12715
2705,10530
2706,10180
2707,805
2719,17530
2727,6845
2738,910
2740,19240
2746,355
2752,3535
2756,3620
2760,19025
2765,16630
2780,7075
2790,15535
2793,11795
2796,2135
2800,2920
2804,15200
2805,3665
2806,15130
2807,7115
2816,3190
2818,6615
2834,19765
2840,19315
2843,12595
2845,17215
2851,4855
2853,4570
2867,19580
2871,11115
2874,715
2882,8165
2886,12820
2896,950
2910,13460
2911,3755
2916,19785
2918,16255
2921,5415
2934,1085
2942,4660
2954,1055
2965,19690
2967,17535
2969,9805
2971,1035
2987,5560
2990,10705
2991,14955
2995,18955
3000,7915
3007,14935
3008,5300
3010,1635
3018,12830
3025,18950
3026,8805
3037,3355
3038,4725
3039,2585
3046,1770
3049,2620
3051,16545
3056,15295
3059,17420
3060,10055
3065,14275
3072,11005
3073,7935
3078,7745
3083,2240
3096,1955
3100,14810
3101,9100
3108,14545
3110,4765
3112,14920
3116,920
3146,13875
3147,5480
3148,14645
3154,9290
3165,17595
3167,7635
3174,8710
3175,5010
3176,7410
3185,17445
3187,9135
3193,10240
3200,6900
3202,7480
3209,2675
3212,6875
3217,8450
3223,11410
3224,1490
3235,4750
3241,10165
3246,19015
